ziplocationid,city,decomissioned,latitude,longitude,state,zip,zipType
1,AIBONITO,0,18.14,-66.26,PR,00705,STANDARD
2,ANASCO,0,18.28,-67.14,PR,00610,STANDARD
3,ANGELES,0,18.28,-66.79,PR,00611,"PO BOX"
4,ARECIBO,0,18.45,-66.73,PR,00612,STANDARD
5,ADJUNTAS,0,18.16,-66.72,PR,00601,STANDARD
6,CASTANER,0,18.19,-66.82,PR,00631,"PO BOX"
7,AGUADA,0,18.38,-67.18,PR,00602,STANDARD
8,AGUADILLA,0,18.43,-67.15,PR,00603,STANDARD
9,AGUADILLA,0,18.43,-67.15,PR,00604,"PO BOX"
10,AGUADILLA,0,18.43,-67.15,PR,00605,"PO BOX"
11,"AGUAS BUENAS",0,18.25,-66.1,PR,00703,STANDARD
12,AGUIRRE,0,17.96,-66.22,PR,00704,STANDARD
13,WESTWOOD,0,40.98,-74.03,NJ,07675,STANDARD
14,"WOODCLIFF LAKE",0,41.02,-74.05,NJ,07677,STANDARD
15,WHARTON,0,40.89,-74.58,NJ,07885,STANDARD
16,WHIPPANY,0,40.82,-74.41,NJ,07981,STANDARD
17,WHIPPANY,0,40.82,-74.41,NJ,07999,STANDARD
18,WHITEHOUSE,0,40.62,-74.76,NJ,08888,"PO BOX"
19,"WHITEHOUSE STATION",0,40.6,-74.76,NJ,08889,STANDARD
20,WOODBRIDGE,0,40.55,-74.28,NJ,07095,STANDARD
21,WYCKOFF,0,40.99,-74.16,NJ,07481,STANDARD
22,BRONX,0,40.84,-73.87,NY,10451,STANDARD
23,BRONX,0,40.84,-73.87,NY,10452,STANDARD
24,BRONX,0,40.84,-73.87,NY,10453,STANDARD
25,BRONX,0,40.84,-73.87,NY,10454,STANDARD
26,BRONX,0,40.84,-73.87,NY,10455,STANDARD
27,BRONX,0,40.84,-73.87,NY,10456,STANDARD
28,BRONX,0,40.84,-73.87,NY,10457,STANDARD
29,BRONX,0,40.84,-73.87,NY,10458,STANDARD
30,BRONX,0,40.84,-73.87,NY,10459,STANDARD
31,BRONX,0,40.84,-73.87,NY,10460,STANDARD
32,BRONX,0,40.84,-73.87,NY,10461,STANDARD
33,BRONX,0,40.84,-73.87,NY,10462,STANDARD
34,BRONX,0,40.84,-73.87,NY,10463,STANDARD
35,BRONX,0,40.84,-73.87,NY,10464,STANDARD
36,BRONX,0,40.84,-73.87,NY,10465,STANDARD
37,BRONX,0,40.84,-73.87,NY,10466,STANDARD
38,BRONX,0,40.84,-73.87,NY,10467,STANDARD
39,BRONX,0,40.84,-73.87,NY,10468,STANDARD
40,BRONX,0,40.84,-73.87,NY,10469,STANDARD
41,BRONX,0,40.84,-73.87,NY,10470,STANDARD
42,BRONX,0,40.84,-73.87,NY,10471,STANDARD
43,BRONX,0,40.84,-73.87,NY,10472,STANDARD
44,BRONX,0,40.84,-73.87,NY,10473,STANDARD
45,BRONX,0,40.84,-73.87,NY,10474,STANDARD
46,BRONX,0,40.84,-73.87,NY,10475,STANDARD
47,BRONX,0,40.84,-73.87,NY,10499,UNIQUE
48,"NEW YORK",0,40.71,-73.99,NY,10001,STANDARD
49,"NEW YORK",0,40.71,-73.99,NY,10002,STANDARD
50,"NEW YORK",0,40.71,-73.99,NY,10003,STANDARD
51,"NEW YORK",0,40.71,-73.99,NY,10004,STANDARD
52,"NEW YORK",0,40.71,-73.99,NY,10005,STANDARD
53,"NEW YORK",0,40.71,-73.99,NY,10006,STANDARD
54,"NEW YORK",0,40.71,-73.99,NY,10007,STANDARD
55,"NEW YORK",0,40.71,-73.99,NY,10008,"PO BOX"
56,"NEW YORK",0,40.71,-73.99,NY,10009,STANDARD
57,"NEW YORK",0,40.71,-73.99,NY,10010,STANDARD
58,"NEW YORK",0,40.71,-73.99,NY,10011,STANDARD
59,"NEW YORK",0,40.71,-73.99,NY,10012,STANDARD
60,"NEW YORK",0,40.71,-73.99,NY,10013,STANDARD
61,"NEW YORK",0,40.71,-73.99,NY,10014,STANDARD
62,"NEW YORK",0,40.71,-73.99,NY,10016,STANDARD
63,"NEW YORK",0,40.71,-73.99,NY,10017,STANDARD
64,"NEW YORK",0,40.71,-73.99,NY,10018,STANDARD
65,"NEW YORK",0,40.71,-73.99,NY,10019,STANDARD
66,"NEW YORK",0,40.71,-73.99,NY,10020,STANDARD
67,"NEW YORK",0,40.77,-73.95,NY,10021,STANDARD
68,"NEW YORK",0,40.71,-73.99,NY,10022,STANDARD
69,"NEW YORK",0,40.71,-73.99,NY,10023,STANDARD
70,"NEW YORK",0,40.71,-73.99,NY,10024,STANDARD
71,"NEW YORK",0,40.71,-73.99,NY,10025,STANDARD
72,"NEW YORK",0,40.71,-73.99,NY,10026,STANDARD
73,"NEW YORK",0,40.71,-73.99,NY,10027,STANDARD
74,"NEW YORK",0,40.71,-73.99,NY,10028,STANDARD
75,"NEW YORK",0,40.71,-73.99,NY,10029,STANDARD
76,"NEW YORK",0,40.71,-73.99,NY,10030,STANDARD
77,"NEW YORK",0,40.71,-73.99,NY,10031,STANDARD
78,"NEW YORK",0,40.71,-73.99,NY,10032,STANDARD
79,"NEW YORK",0,40.71,-73.99,NY,10033,STANDARD
80,"NEW YORK",0,40.71,-73.99,NY,10034,STANDARD
81,ARECIBO,0,18.45,-66.73,PR,00613,"PO BOX"
82,ARECIBO,0,18.45,-66.73,PR,00614,"PO BOX"
83,ARROYO,0,17.97,-66.06,PR,00714,STANDARD
84,BAJADERO,0,18.4,-66.66,PR,00616,STANDARD
85,BARCELONETA,0,18.45,-66.53,PR,00617,STANDARD
86,BARRANQUITAS,0,18.18,-66.3,PR,00794,STANDARD
87,BOQUERON,0,17.99,-67.15,PR,00622,STANDARD
88,"CABO ROJO",0,18.08,-67.14,PR,00623,STANDARD
89,CAMUY,0,18.48,-66.84,PR,00627,STANDARD
90,CANOVANAS,0,18.37,-65.9,PR,00729,STANDARD
91,CAROLINA,0,18.4,-65.98,PR,00979,STANDARD
92,CAROLINA,0,18.4,-65.98,PR,00981,"PO BOX"
93,CAROLINA,0,18.4,-65.98,PR,00982,STANDARD
94,CAROLINA,0,18.4,-65.98,PR,00983,STANDARD
95,CAROLINA,0,18.4,-65.98,PR,00984,"PO BOX"
96,CAROLINA,0,18.4,-65.98,PR,00985,STANDARD
97,CAROLINA,0,18.4,-65.98,PR,00986,"PO BOX"
98,CAROLINA,0,18.4,-65.98,PR,00987,STANDARD
99,CAROLINA,0,18.4,-65.98,PR,00988,"PO BOX"
100,CAYEY,0,18.11,-66.16,PR,00736,STANDARD
101,CIDRA,0,18.17,-66.15,PR,00739,STANDARD
102,COAMO,0,18.08,-66.36,PR,00769,STANDARD
103,COMERIO,0,18.22,-66.22,PR,00782,STANDARD
104,COROZAL,0,18.34,-66.31,PR,00783,STANDARD
105,"NEW YORK",0,40.77,73.95,NY,10200,STANDARD
106,APO,0,-44.25,33.53,AE,09323,MILITARY
107,HATILLO,0,18.48,-66.82,PR,00659,STANDARD
108,HORMIGUEROS,0,18.14,-67.12,PR,00660,STANDARD
109,HUMACAO,0,18.15,-65.81,PR,00791,STANDARD
110,HUMACAO,0,18.15,-65.81,PR,00792,"PO BOX"
111,ISABELA,0,18.5,-67.02,PR,00662,STANDARD
112,JAYUYA,0,18.22,-66.59,PR,00664,STANDARD
113,"JUANA DIAZ",0,18.05,-66.5,PR,00795,STANDARD
114,JUNCOS,0,18.22,-65.91,PR,00777,STANDARD
115,PONCE,0,17.98,-66.6,PR,00728,STANDARD
116,CAGUAS,0,18.23,-66.03,PR,00725,STANDARD
117,CAGUAS,0,18.23,-66.03,PR,00726,"PO BOX"
118,CAGUAS,0,18.23,-66.03,PR,00727,STANDARD
119,CAYEY,0,18.11,-66.16,PR,00737,"PO BOX"
120,CEIBA,0,18.26,-65.64,PR,00735,STANDARD
121,"ROOSEVELT ROADS",0,18.27,-65.65,PR,00742,"PO BOX"
122,CIALES,0,18.33,-66.47,PR,00638,STANDARD
123,"COTO LAUREL",0,18.09,-66.57,PR,00780,STANDARD
124,CULEBRA,0,18.31,-65.3,PR,00775,"PO BOX"
125,DORADO,0,18.47,-66.27,PR,00646,STANDARD
126,ENSENADA,0,17.96,-66.94,PR,00647,STANDARD
127,FAJARDO,0,18.33,-65.65,PR,00738,STANDARD
128,FLORIDA,0,18.36,-66.56,PR,00650,STANDARD
129,GARROCHALES,0,18.45,-66.6,PR,00652,STANDARD
130,GUANICA,0,17.97,-66.93,PR,00653,STANDARD
131,GUAYAMA,0,17.97,-66.11,PR,00784,STANDARD
132,GUAYAMA,0,17.97,-66.11,PR,00785,"PO BOX"
133,GUAYANILLA,0,18.02,-66.79,PR,00656,STANDARD
134,GUAYNABO,0,18.38,-66.11,PR,00965,STANDARD
135,GUAYNABO,0,18.38,-66.11,PR,00966,STANDARD
136,GUAYNABO,0,18.38,-66.11,PR,00968,STANDARD
137,GUAYNABO,0,18.38,-66.11,PR,00969,STANDARD
138,GUAYNABO,0,18.38,-66.11,PR,00970,"PO BOX"
139,GUAYNABO,0,18.38,-66.11,PR,00971,STANDARD
140,GURABO,0,18.25,-65.97,PR,00778,STANDARD
141,LAJAS,0,18.04,-67.06,PR,00667,STANDARD
142,"LA PLATA",0,18.16,-66.23,PR,00786,"PO BOX"
143,LARES,0,18.29,-66.88,PR,00669,STANDARD
144,"LAS MARIAS",0,18.27,-67.06,PR,00670,STANDARD
145,"LAS PIEDRAS",0,18.18,-65.86,PR,00771,STANDARD
146,"SAN JUAN",0,18.4,-66.06,PR,00931,"PO BOX"
147,"SAN JUAN",0,18.4,-66.06,PR,00933,"PO BOX"
148,"FORT BUCHANAN",0,18.41,-66.11,PR,00934,STANDARD
149,"SAN JUAN",0,18.4,-66.06,PR,00935,UNIQUE
150,"SAN JUAN",0,18.4,-66.06,PR,00936,"PO BOX"
151,LOIZA,0,18.43,-65.88,PR,00772,STANDARD
152,LUQUILLO,0,18.37,-65.71,PR,00773,STANDARD
153,MANATI,0,18.43,-66.48,PR,00674,STANDARD
154,MARICAO,0,18.18,-66.98,PR,00606,STANDARD
155,MAUNABO,0,18,-65.9,PR,00707,STANDARD
156,ROSARIO,0,18.15,-67.06,PR,00636,"PO BOX"
157,MAYAGUEZ,0,18.2,-67.14,PR,00680,STANDARD
158,MAYAGUEZ,0,18.2,-67.14,PR,00681,"PO BOX"
159,MAYAGUEZ,0,18.2,-67.14,PR,00682,STANDARD
160,MERCEDITA,0,18,-66.56,PR,00715,STANDARD
161,MOCA,0,18.39,-67.11,PR,00676,STANDARD
162,MOROVIS,0,18.32,-66.4,PR,00687,STANDARD
163,NAGUABO,0,18.21,-65.73,PR,00718,STANDARD
164,NARANJITO,0,18.3,-66.24,PR,00719,STANDARD
165,OROCOVIS,0,18.22,-66.39,PR,00720,STANDARD
166,PATILLAS,0,18,-66.01,PR,00723,STANDARD
167,PENUELAS,0,18.06,-66.72,PR,00624,STANDARD
168,PONCE,0,17.98,-66.6,PR,00716,STANDARD
169,PONCE,0,17.98,-66.6,PR,00717,STANDARD
170,PONCE,0,17.98,-66.6,PR,00730,STANDARD
171,PONCE,0,17.98,-66.6,PR,00731,STANDARD
172,PONCE,0,17.98,-66.6,PR,00732,"PO BOX"
173,PONCE,0,17.98,-66.6,PR,00733,"PO BOX"
174,PONCE,0,17.98,-66.6,PR,00734,"PO BOX"
175,"PUERTO REAL",0,18.33,-65.63,PR,00740,STANDARD
176,"PUNTA SANTIAGO",0,18.15,-65.76,PR,00741,STANDARD
177,QUEBRADILLAS,0,18.47,-66.93,PR,00678,STANDARD
178,RINCON,0,18.34,-67.25,PR,00677,STANDARD
179,"RIO BLANCO",0,18.22,-65.79,PR,00744,"PO BOX"
180,PALMER,0,18.37,-65.77,PR,00721,"PO BOX"
181,"RIO GRANDE",0,18.38,-65.83,PR,00745,STANDARD
182,"SABANA GRANDE",0,18.08,-66.96,PR,00637,STANDARD
183,"SABANA HOYOS",0,18.38,-66.62,PR,00688,STANDARD
184,"SABANA SECA",0,18.42,-66.19,PR,00952,STANDARD
185,SALINAS,0,17.97,-66.29,PR,00751,STANDARD
186,"SAN ANTONIO",0,18.49,-67.09,PR,00690,STANDARD
187,"SAN GERMAN",0,18.08,-67.04,PR,00683,STANDARD
188,"SAN JUAN",0,18.4,-66.06,PR,00901,STANDARD
189,"SAN JUAN",0,18.4,-66.06,PR,00902,"PO BOX"
190,"SAN JUAN",0,18.4,-66.06,PR,00906,"PO BOX"
191,"SAN JUAN",0,18.4,-66.06,PR,00907,STANDARD
192,"SAN JUAN",0,18.4,-66.06,PR,00908,"PO BOX"
193,"SAN JUAN",0,18.44,-66.06,PR,00909,STANDARD
194,"SAN JUAN",0,18.4,-66.06,PR,00910,"PO BOX"
195,"SAN JUAN",0,18.4,-66.06,PR,00911,STANDARD
196,"SAN JUAN",0,18.4,-66.06,PR,00912,STANDARD
197,"SAN JUAN",0,18.4,-66.06,PR,00913,STANDARD
198,"SAN JUAN",0,18.4,-66.06,PR,00914,"PO BOX"
199,"SAN JUAN",0,18.4,-66.06,PR,00915,STANDARD
200,"SAN JUAN",0,18.4,-66.06,PR,00916,"PO BOX"
201,"SAN JUAN",0,18.4,-66.06,PR,00917,STANDARD
202,"SAN JUAN",0,18.4,-66.06,PR,00918,STANDARD
203,"SAN JUAN",0,18.4,-66.06,PR,00919,"PO BOX"
204,"SAN JUAN",0,18.4,-66.06,PR,00920,STANDARD
205,"SAN JUAN",0,18.4,-66.06,PR,00921,STANDARD
206,"SAN JUAN",0,18.4,-66.06,PR,00922,"PO BOX"
207,"SAN JUAN",0,18.4,-66.06,PR,00923,STANDARD
208,"SAN JUAN",0,18.4,-66.06,PR,00924,STANDARD
209,"SAN JUAN",0,18.4,-66.06,PR,00925,STANDARD
210,"SAN JUAN",0,18.4,-66.06,PR,00926,STANDARD
211,"SAN JUAN",0,18.4,-66.06,PR,00927,STANDARD
212,"SAN JUAN",0,18.4,-66.06,PR,00928,"PO BOX"
213,"SAN JUAN",0,18.4,-66.06,PR,00929,"PO BOX"
214,"SAN JUAN",0,18.4,-66.06,PR,00930,"PO BOX"
215,"SAN JUAN",0,18.4,-66.06,PR,00937,"PO BOX"
216,"SAN JUAN",0,18.4,-66.06,PR,00939,UNIQUE
217,"SAN JUAN",0,18.4,-66.06,PR,00940,"PO BOX"
218,"SAN JUAN",0,18.4,-66.06,PR,00955,"PO BOX"
219,BAYAMON,0,18.28,-66.13,PR,00956,STANDARD
220,BAYAMON,0,18.28,-66.13,PR,00957,STANDARD
221,BAYAMON,0,18.28,-66.13,PR,00958,"PO BOX"
222,BAYAMON,0,18.28,-66.13,PR,00959,STANDARD
223,"ST THOMAS",0,18.35,-64.93,VI,00801,"PO BOX"
224,"ST THOMAS",0,18.35,-64.93,VI,00802,STANDARD
225,"ST THOMAS",0,18.35,-64.93,VI,00803,"PO BOX"
226,"ST THOMAS",0,18.35,-64.93,VI,00804,"PO BOX"
227,"ST THOMAS",0,18.34,-64.93,VI,00805,"PO BOX"
228,CHRISTIANSTED,0,17.74,-64.7,VI,00820,STANDARD
229,CHRISTIANSTED,0,17.74,-64.7,VI,00821,"PO BOX"
230,CHRISTIANSTED,0,17.74,-64.7,VI,00822,"PO BOX"
231,CHRISTIANSTED,0,17.74,-64.7,VI,00823,"PO BOX"
232,CHRISTIANSTED,0,17.74,-64.7,VI,00824,"PO BOX"
233,"ST JOHN",0,18.33,-64.79,VI,00830,STANDARD
234,"ST JOHN",0,18.33,-64.79,VI,00831,"PO BOX"
235,FREDERIKSTED,0,17.71,-64.88,VI,00840,STANDARD
236,FREDERIKSTED,0,17.71,-64.88,VI,00841,"PO BOX"
237,KINGSHILL,0,17.76,-64.82,VI,00850,STANDARD
238,KINGSHILL,0,17.73,-64.8,VI,00851,"PO BOX"
239,BELMONT,0,42.39,-71.18,MA,02478,STANDARD
240,WAVERLEY,0,42.39,-71.17,MA,02479,"PO BOX"
241,BROOKLINE,0,42.32,-71.14,MA,02445,STANDARD
242,BROOKLINE,0,42.32,-71.14,MA,02446,STANDARD
243,"BROOKLINE VILLAGE",0,42.33,-71.13,MA,02447,"PO BOX"
244,LEXINGTON,0,42.44,-71.23,MA,02420,STANDARD
245,LEXINGTON,0,42.44,-71.23,MA,02421,STANDARD
246,NEEDHAM,0,42.28,-71.24,MA,02492,STANDARD
247,"NEEDHAM HEIGHTS",0,42.28,-71.24,MA,02494,STANDARD
248,"NEW TOWN",0,42.33,-71.2,MA,02456,"PO BOX"
249,NEWTON,0,42.33,-71.2,MA,02458,STANDARD
250,"NEWTON CENTER",0,42.31,-71.19,MA,02459,STANDARD
251,NEWTONVILLE,0,42.35,-71.2,MA,02460,STANDARD
252,"NEWTON HIGHLANDS",0,42.31,-71.2,MA,02461,STANDARD
253,"NEWTON LOWER FALLS",0,42.33,-71.25,MA,02462,STANDARD
254,"NEWTON UPPER FALLS",0,42.31,-71.22,MA,02464,STANDARD
255,"WEST NEWTON",0,42.35,-71.22,MA,02465,STANDARD
256,AUBURNDALE,0,42.34,-71.24,MA,02466,STANDARD
257,BAYAMON,0,18.28,-66.13,PR,00960,"PO BOX"
258,BAYAMON,0,18.41,-66.15,PR,00961,STANDARD
259,CATANO,0,18.43,-66.11,PR,00962,STANDARD
260,CATANO,0,18.43,-66.11,PR,00963,"PO BOX"
261,"SAN JUAN",0,18.4,-66.06,PR,00975,UNIQUE
262,"TRUJILLO ALTO",0,18.36,-66.01,PR,00976,STANDARD
263,"TRUJILLO ALTO",0,18.36,-66.01,PR,00977,"PO BOX"
264,"SAINT JUST",0,18.37,-66.01,PR,00978,"PO BOX"
265,"SAN LORENZO",0,18.19,-65.96,PR,00754,STANDARD
266,"SAN SEBASTIAN",0,18.33,-66.99,PR,00685,STANDARD
267,"SANTA ISABEL",0,17.97,-66.4,PR,00757,STANDARD
268,"TOA ALTA",0,18.39,-66.25,PR,00953,STANDARD
269,"TOA ALTA",0,18.39,-66.25,PR,00954,"PO BOX"
270,"TOA BAJA",0,18.44,-66.25,PR,00949,STANDARD
271,"TOA BAJA",0,18.44,-66.25,PR,00950,"PO BOX"
272,"TOA BAJA",0,18.44,-66.25,PR,00951,"PO BOX"
273,UTUADO,0,18.27,-66.7,PR,00641,STANDARD
274,"VEGA ALTA",0,18.41,-66.32,PR,00692,STANDARD
275,"VEGA BAJA",0,18.44,-66.39,PR,00693,STANDARD
276,"VEGA BAJA",0,18.44,-66.39,PR,00694,"PO BOX"
277,VIEQUES,0,18.42,-65.83,PR,00765,STANDARD
278,VILLALBA,0,18.13,-66.48,PR,00766,STANDARD
279,YABUCOA,0,18.04,-65.87,PR,00767,STANDARD
280,YAUCO,0,18.03,-66.86,PR,00698,STANDARD
281,"CHESTNUT HILL",0,42.31,-71.16,MA,02467,STANDARD
282,WABAN,0,42.32,-71.23,MA,02468,STANDARD
283,NONANTUM,0,42.33,-71.2,MA,02495,"PO BOX"
284,WALTHAM,0,42.38,-71.24,MA,02451,STANDARD
285,WALTHAM,0,42.38,-71.24,MA,02452,STANDARD
286,WALTHAM,0,42.38,-71.24,MA,02453,STANDARD
287,WALTHAM,0,42.38,-71.24,MA,02454,"PO BOX"
288,"NORTH WALTHAM",0,42.39,-71.22,MA,02455,"PO BOX"
289,WATERTOWN,0,42.36,-71.17,MA,02471,"PO BOX"
290,WATERTOWN,0,42.36,-71.17,MA,02472,STANDARD
291,WATERTOWN,0,42.36,-71.17,MA,02477,UNIQUE
292,"BABSON PARK",0,42.29,-71.26,MA,02457,"PO BOX"
293,"WELLESLEY HILLS",0,42.31,-71.27,MA,02481,STANDARD
294,WELLESLEY,0,42.3,-71.28,MA,02482,STANDARD
295,WESTON,0,42.36,-71.26,MA,02493,STANDARD
296,BRAINTREE,0,42.2,-71,MA,02184,STANDARD
297,BRAINTREE,0,42.2,-71,MA,02185,"PO BOX"
298,MILTON,0,42.24,-71.08,MA,02186,STANDARD
299,"MILTON VILLAGE",0,42.26,-71.08,MA,02187,"PO BOX"
300,QUINCY,0,42.26,-71,MA,02169,STANDARD
301,QUINCY,0,42.26,-71,MA,02170,STANDARD
302,QUINCY,0,42.26,-71,MA,02171,STANDARD
303,QUINCY,0,42.26,-71,MA,02269,"PO BOX"
304,WEYMOUTH,0,42.2,-70.94,MA,02188,STANDARD
305,"EAST WEYMOUTH",0,42.2,-70.94,MA,02189,STANDARD
306,"SOUTH WEYMOUTH",0,42.2,-70.94,MA,02190,STANDARD
307,"NORTH WEYMOUTH",0,42.2,-70.94,MA,02191,STANDARD
308,"VILLAGE OF NAGOG WOODS",0,42.51,-71.41,MA,01718,STANDARD
309,BOXBOROUGH,0,42.5,-71.5,MA,01719,STANDARD
310,ACTON,0,42.48,-71.46,MA,01720,STANDARD
311,ARLINGTON,0,42.41,-71.16,MA,02474,STANDARD
312,"ARLINGTON HEIGHTS",0,42.41,-71.18,MA,02475,"PO BOX"
313,ARLINGTON,0,42.41,-71.16,MA,02476,STANDARD
314,CHELSEA,0,42.39,-71.03,MA,02150,STANDARD
315,EVERETT,0,42.4,-71.05,MA,02149,STANDARD
316,WINTHROP,0,42.37,-70.98,MA,02152,STANDARD
317,REVERE,0,42.41,-70.99,MA,02151,STANDARD
318,MALDEN,0,42.43,-71.05,MA,02148,STANDARD
319,MELROSE,0,42.45,-71.05,MA,02176,STANDARD
320,MEDFORD,0,42.42,-71.1,MA,02153,"PO BOX"
321,MEDFORD,0,42.42,-71.1,MA,02155,STANDARD
322,"WEST MEDFORD",0,42.42,-71.13,MA,02156,"PO BOX"
323,SOMERVILLE,0,42.39,-71.1,MA,02143,STANDARD
324,SOMERVILLE,0,42.39,-71.1,MA,02144,STANDARD
325,SOMERVILLE,0,42.39,-71.1,MA,02145,STANDARD
326,STONEHAM,0,42.47,-71.09,MA,02180,STANDARD
327,AMESBURY,0,42.85,-70.92,MA,01913,STANDARD
328,ANDOVER,0,42.65,-71.14,MA,01810,STANDARD
329,ANDOVER,0,42.65,-71.14,MA,01812,UNIQUE
330,ANDOVER,0,42.65,-71.14,MA,01899,UNIQUE
331,ANDOVER,0,42.65,-71.14,MA,05501,UNIQUE
332,"WEST MILLBURY",0,42.19,-71.76,MA,01586,"PO BOX"
333,MILLIS,0,42.16,-71.35,MA,02054,STANDARD
334,MILLVILLE,0,42.03,-71.58,MA,01529,STANDARD
335,MONPONSETT,0,42.02,-70.84,MA,02350,"PO BOX"
336,"MONUMENT BEACH",0,41.71,-70.6,MA,02553,"PO BOX"
337,NANTUCKET,0,41.27,-70.1,MA,02554,STANDARD
338,SIASCONSET,0,41.27,-70,MA,02564,"PO BOX"
339,NANTUCKET,0,41.27,-70.1,MA,02584,"PO BOX"
340,NATICK,0,42.28,-71.35,MA,01760,STANDARD
341,"NEW BRAINTREE",0,42.31,-72.13,MA,01531,STANDARD
342,NEWBURYPORT,0,42.81,-70.88,MA,01950,STANDARD
343,NEWBURY,0,42.8,-71,MA,01951,STANDARD
344,SALISBURY,0,42.83,-70.84,MA,01952,STANDARD
345,NORFOLK,0,42.11,-71.31,MA,02056,STANDARD
346,ABINGTON,0,42.11,-70.95,MA,02351,STANDARD
347,"NORTH BILLERICA",0,42.57,-71.29,MA,01862,STANDARD
348,NORTHBOROUGH,0,42.31,-71.64,MA,01532,STANDARD
349,NORTHBRIDGE,0,42.15,-71.65,MA,01534,STANDARD
350,"NORTH BROOKFIELD",0,42.27,-72.08,MA,01535,STANDARD
351,"NORTH CARVER",0,41.91,-70.79,MA,02355,"PO BOX"
352,"NORTH CHATHAM",0,41.7,-69.95,MA,02650,STANDARD
353,"NORTH CHELMSFORD",0,42.63,-71.39,MA,01863,STANDARD
354,"NORTH EASTHAM",0,41.84,-69.97,MA,02651,"PO BOX"
355,"NORTH EASTON",0,42.05,-71.1,MA,02356,STANDARD
356,"NORTH EASTON",0,42.05,-71.1,MA,02357,UNIQUE
357,"NORTH FALMOUTH",0,41.64,-70.63,MA,02556,STANDARD
358,"SILVER BEACH",0,41.63,-70.64,MA,02565,"PO BOX"
359,"NORTH GRAFTON",0,42.23,-71.69,MA,01536,STANDARD
360,"NORTH MARSHFIELD",0,42.1,-70.71,MA,02059,"PO BOX"
361,"NORTH OXFORD",0,42.16,-71.88,MA,01537,STANDARD
362,"NORTH PEMBROKE",0,42.09,-70.78,MA,02358,"PO BOX"
363,"NORTH READING",0,42.56,-71.06,MA,01864,STANDARD
364,"NORTH READING",0,42.56,-71.06,MA,01889,UNIQUE
365,ANDOVER,0,42.65,-71.14,MA,05544,UNIQUE
366,ASHBURNHAM,0,42.63,-71.9,MA,01430,STANDARD
367,ASHBY,0,42.68,-71.81,MA,01431,STANDARD
368,ASHLAND,0,42.25,-71.46,MA,01721,STANDARD
369,AUBURN,0,42.2,-71.83,MA,01501,STANDARD
370,AVON,0,42.11,-71.03,MA,02322,STANDARD
371,AYER,0,42.56,-71.58,MA,01432,STANDARD
372,DEVENS,0,42.53,-71.61,MA,01434,STANDARD
373,BALDWINVILLE,0,42.6,-72.07,MA,01436,STANDARD
374,BARNSTABLE,0,41.7,-70.3,MA,02630,STANDARD
375,BEDFORD,0,42.48,-71.26,MA,01730,STANDARD
376,"HANSCOM AFB",0,42.46,-71.28,MA,01731,STANDARD
377,BELLINGHAM,0,42.09,-71.47,MA,02019,STANDARD
378,BERLIN,0,42.38,-71.63,MA,01503,STANDARD
379,BEVERLY,0,42.55,-70.84,MA,01915,STANDARD
380,BILLERICA,0,42.55,-71.26,MA,01821,STANDARD
381,BILLERICA,0,42.55,-71.26,MA,01822,"PO BOX"
382,BLACKSTONE,0,42.01,-71.5,MA,01504,STANDARD
383,BOLTON,0,42.43,-71.6,MA,01740,STANDARD
384,BOSTON,0,42.35,-71.06,MA,02108,STANDARD
385,BOSTON,0,42.35,-71.06,MA,02109,STANDARD
386,BOSTON,0,42.35,-71.06,MA,02110,STANDARD
387,BOSTON,0,42.35,-71.06,MA,02111,STANDARD
388,BOSTON,0,42.35,-71.06,MA,02112,"PO BOX"
389,BOSTON,0,42.35,-71.06,MA,02113,STANDARD
390,BOSTON,0,42.35,-71.06,MA,02114,STANDARD
391,BOSTON,0,42.35,-71.06,MA,02115,STANDARD
392,BOSTON,0,42.35,-71.06,MA,02116,STANDARD
393,BOSTON,0,42.35,-71.06,MA,02117,"PO BOX"
394,BOSTON,0,42.35,-71.06,MA,02118,STANDARD
395,ROXBURY,0,42.35,-71.06,MA,02119,STANDARD
396,"ROXBURY CROSSING",0,42.35,-71.06,MA,02120,STANDARD
397,DORCHESTER,0,42.35,-71.06,MA,02121,STANDARD
398,DORCHESTER,0,42.35,-71.06,MA,02122,STANDARD
399,BOSTON,0,42.35,-71.06,MA,02123,"PO BOX"
400,"DORCHESTER CENTER",0,42.35,-71.06,MA,02124,STANDARD
401,DORCHESTER,0,42.35,-71.06,MA,02125,STANDARD
402,MATTAPAN,0,42.26,-71.1,MA,02126,STANDARD
403,BOSTON,0,42.35,-71.06,MA,02127,STANDARD
404,BOSTON,0,42.35,-71.06,MA,02128,STANDARD
405,CHARLESTOWN,0,42.38,-71.06,MA,02129,STANDARD
406,"JAMAICA PLAIN",0,42.3,-71.11,MA,02130,STANDARD
407,ROSLINDALE,0,42.28,-71.13,MA,02131,STANDARD
408,"WEST ROXBURY",0,42.28,-71.16,MA,02132,STANDARD
409,BOSTON,0,42.35,-71.06,MA,02133,STANDARD
410,ALLSTON,0,42.35,-71.13,MA,02134,STANDARD
411,BRIGHTON,0,42.35,-71.15,MA,02135,STANDARD
412,"HYDE PARK",0,42.26,-71.11,MA,02136,STANDARD
413,READVILLE,0,42.25,-71.12,MA,02137,"PO BOX"
414,BOSTON,0,42.35,-71.06,MA,02163,STANDARD
415,BOSTON,0,42.35,-71.06,MA,02196,"PO BOX"
416,BOSTON,0,42.35,-71.06,MA,02199,STANDARD
