ziplocationid,city,decomissioned,latitude,longitude,state,zip,zipType
4557,WESTERLO,0,42.51,-74.04,NY,12193,STANDARD
4558,WESTERNVILLE,0,43.3,-75.38,NY,13486,STANDARD
4559,WESTFORD,0,42.65,-74.79,NY,13488,STANDARD
4560,"WEST FULTON",0,42.53,-74.45,NY,12194,STANDARD
4561,"WEST LEBANON",0,42.49,-73.45,NY,12195,"PO BOX"
4562,"WEST LEYDEN",0,43.46,-75.52,NY,13489,STANDARD
4563,"WEST MONROE",0,43.29,-76.07,NY,13167,STANDARD
4564,WESTMORELAND,0,43.11,-75.4,NY,13490,STANDARD
4565,"WEST ONEONTA",0,42.44,-75.11,NY,13861,STANDARD
4566,WESTPORT,0,44.17,-73.43,NY,12993,STANDARD
4567,"WEST SAND LAKE",0,42.63,-73.6,NY,12196,STANDARD
4568,"WEST STOCKHOLM",0,44.73,-74.88,NY,13696,STANDARD
4569,"WEST WINFIELD",0,42.88,-75.19,NY,13491,STANDARD
4570,WEVERTOWN,0,43.64,-73.92,NY,12886,STANDARD
4571,WHITEHALL,0,43.56,-73.41,NY,12887,STANDARD
4572,WHITESBORO,0,43.12,-75.29,NY,13492,STANDARD
4573,"WHITNEY POINT",0,42.33,-75.96,NY,13862,STANDARD
4574,WILLET,0,42.46,-75.91,NY,13863,STANDARD
4575,WILLIAMSTOWN,0,43.42,-75.88,NY,13493,STANDARD
4576,WILLSBORO,0,44.37,-73.4,NY,12996,STANDARD
4577,WILLSEYVILLE,0,42.29,-76.37,NY,13864,STANDARD
4578,WILMINGTON,0,44.38,-73.82,NY,12997,STANDARD
4579,WINDSOR,0,42.07,-75.64,NY,13865,STANDARD
4580,WINTHROP,0,44.74,-74.8,NY,13697,STANDARD
4581,WOODGATE,0,43.52,-75.15,NY,13494,STANDARD
4582,WORCESTER,0,42.59,-74.75,NY,12197,STANDARD
4583,WYNANTSKILL,0,42.68,-73.63,NY,12198,STANDARD
4584,YORKVILLE,0,43.11,-75.27,NY,13495,STANDARD
4585,BEAR,0,39.58,-75.68,DE,19701,STANDARD
4586,"BETHANY BEACH",0,38.53,-75.06,DE,19930,STANDARD
4587,BETHEL,0,38.57,-75.61,DE,19931,STANDARD
4588,BRIDGEVILLE,0,38.74,-75.6,DE,19933,STANDARD
4589,"CAMDEN WYOMING",0,39.08,-75.62,DE,19934,STANDARD
4590,CHESWOLD,0,39.21,-75.58,DE,19936,"PO BOX"
4591,CLAYMONT,0,39.8,-75.45,DE,19703,STANDARD
4592,CLAYTON,0,39.29,-75.63,DE,19938,STANDARD
4593,DAGSBORO,0,38.54,-75.24,DE,19939,STANDARD
4594,"DELAWARE CITY",0,39.57,-75.6,DE,19706,"PO BOX"
4595,DELMAR,0,38.46,-75.57,DE,19940,STANDARD
4596,DOVER,0,39.15,-75.51,DE,19901,STANDARD
4597,"DOVER AFB",0,39.11,-75.46,DE,19902,STANDARD
4598,DOVER,0,39.15,-75.51,DE,19903,"PO BOX"
4599,DOVER,0,39.15,-75.51,DE,19904,STANDARD
4600,DOVER,0,39.15,-75.51,DE,19905,"PO BOX"
4601,DOVER,0,39.15,-75.54,DE,19906,STANDARD
4602,ELLENDALE,0,38.8,-75.42,DE,19941,STANDARD
4603,FELTON,0,39,-75.57,DE,19943,STANDARD
4604,FRANKFORD,0,38.52,-75.23,DE,19945,STANDARD
4605,FREDERICA,0,39,-75.46,DE,19946,STANDARD
4606,GEORGETOWN,0,38.69,-75.38,DE,19947,STANDARD
4607,GREENWOOD,0,38.8,-75.59,DE,19950,STANDARD
4608,HARBESON,0,38.67,-75.23,DE,19951,STANDARD
4609,HARRINGTON,0,38.92,-75.57,DE,19952,STANDARD
4610,HARTLY,0,39.16,-75.71,DE,19953,STANDARD
4611,HOCKESSIN,0,39.78,-75.68,DE,19707,STANDARD
4612,HOUSTON,0,38.91,-75.5,DE,19954,STANDARD
4613,KENTON,0,39.22,-75.66,DE,19955,"PO BOX"
4614,KIRKWOOD,0,39.57,-75.63,DE,19708,"PO BOX"
4615,LAUREL,0,38.55,-75.57,DE,19956,STANDARD
4616,LEWES,0,38.76,-75.17,DE,19958,STANDARD
4617,LINCOLN,0,38.86,-75.36,DE,19960,STANDARD
4618,"LITTLE CREEK",0,39.16,-75.44,DE,19961,"PO BOX"
4619,MAGNOLIA,0,39.06,-75.47,DE,19962,STANDARD
4620,MIDDLETOWN,0,39.45,-75.71,DE,19709,STANDARD
4621,MILFORD,0,38.91,-75.43,DE,19963,STANDARD
4622,MILLSBORO,0,38.58,-75.29,DE,19966,STANDARD
4623,MILTON,0,38.77,-75.31,DE,19968,STANDARD
4624,MONTCHANIN,0,39.79,-75.54,DE,19710,"PO BOX"
4625,NASSAU,0,38.74,-75.18,DE,19969,"PO BOX"
4626,NEWARK,0,39.67,-75.75,DE,19702,STANDARD
4627,NEWARK,0,39.67,-75.75,DE,19711,STANDARD
4628,NEWARK,0,39.67,-75.75,DE,19712,UNIQUE
4629,NEWARK,0,39.67,-75.75,DE,19713,STANDARD
4630,NEWARK,0,39.67,-75.75,DE,19714,"PO BOX"
4631,NEWARK,0,39.67,-75.75,DE,19715,"PO BOX"
4632,NEWARK,0,39.67,-75.75,DE,19716,STANDARD
4633,NEWARK,0,39.67,-75.75,DE,19717,STANDARD
4634,NEWARK,0,39.67,-75.75,DE,19718,UNIQUE
4635,NEWARK,0,39.67,-75.75,DE,19725,UNIQUE
4636,NEWARK,0,39.67,-75.75,DE,19726,UNIQUE
4637,"NEW CASTLE",0,39.66,-75.57,DE,19720,STANDARD
4638,"NEW CASTLE",0,39.66,-75.57,DE,19721,UNIQUE
4639,MILLVILLE,0,38.54,-75.11,DE,19967,STANDARD
4640,"OCEAN VIEW",0,38.54,-75.09,DE,19970,STANDARD
4641,ODESSA,0,39.45,-75.66,DE,19730,"PO BOX"
4642,"PORT PENN",0,39.47,-75.66,DE,19731,"PO BOX"
4643,"REHOBOTH BEACH",0,38.7,-75.09,DE,19971,STANDARD
4644,ROCKLAND,0,39.8,-75.61,DE,19732,"PO BOX"
4645,"SAINT GEORGES",0,39.57,-75.63,DE,19733,"PO BOX"
4646,SEAFORD,0,38.64,-75.61,DE,19973,STANDARD
4647,"FENWICK ISLAND",0,38.46,-75.05,DE,19944,STANDARD
4648,SELBYVILLE,0,38.45,-75.22,DE,19975,STANDARD
4649,SMYRNA,0,39.29,-75.6,DE,19977,STANDARD
4650,TOWNSEND,0,39.39,-75.69,DE,19734,STANDARD
4651,VIOLA,0,39.04,-75.57,DE,19979,STANDARD
4652,WINTERTHUR,0,39.79,-75.61,DE,19735,STANDARD
4653,WILMINGTON,0,39.73,-75.53,DE,19801,STANDARD
4654,WILMINGTON,0,39.73,-75.53,DE,19802,STANDARD
4655,WILMINGTON,0,39.73,-75.53,DE,19803,STANDARD
4656,WILMINGTON,0,39.73,-75.53,DE,19804,STANDARD
4657,WILMINGTON,0,39.73,-75.53,DE,19805,STANDARD
4658,WILMINGTON,0,39.73,-75.53,DE,19806,STANDARD
4659,WILMINGTON,0,39.73,-75.53,DE,19807,STANDARD
4660,WILMINGTON,0,39.73,-75.53,DE,19808,STANDARD
4661,WILMINGTON,0,39.73,-75.53,DE,19809,STANDARD
4662,WILMINGTON,0,39.73,-75.53,DE,19810,STANDARD
4663,WILMINGTON,0,39.73,-75.53,DE,19850,"PO BOX"
4664,WILMINGTON,0,39.73,-75.53,DE,19880,"PO BOX"
4665,WILMINGTON,0,39.73,-75.53,DE,19884,UNIQUE
4666,WILMINGTON,0,39.73,-75.53,DE,19885,UNIQUE
4667,WILMINGTON,0,39.73,-75.53,DE,19886,UNIQUE
4668,WILMINGTON,0,39.73,-75.53,DE,19890,UNIQUE
4669,WILMINGTON,0,39.73,-75.53,DE,19891,UNIQUE
4670,WILMINGTON,0,39.73,-75.53,DE,19892,UNIQUE
4671,WILMINGTON,0,39.73,-75.53,DE,19893,UNIQUE
4672,WILMINGTON,0,39.73,-75.53,DE,19894,UNIQUE
4673,WILMINGTON,0,39.73,-75.53,DE,19895,UNIQUE
4674,WILMINGTON,0,39.73,-75.53,DE,19896,UNIQUE
4675,WILMINGTON,0,39.73,-75.53,DE,19897,UNIQUE
4676,WILMINGTON,0,39.73,-75.53,DE,19898,UNIQUE
4677,WILMINGTON,0,39.73,-75.53,DE,19899,"PO BOX"
4678,WOODSIDE,0,39.07,-75.56,DE,19980,"PO BOX"
4679,YORKLYN,0,39.78,-75.65,DE,19736,STANDARD
4680,MARYDEL,0,39.09,-75.72,DE,19964,STANDARD
4681,ABSECON,0,39.42,-74.49,NJ,08201,STANDARD
4682,ABSECON,0,39.48,-74.47,NJ,08205,STANDARD
4683,ADELPHIA,0,40.21,-74.25,NJ,07710,"PO BOX"
4684,ALLENHURST,0,40.23,-74,NJ,07711,STANDARD
4685,ALLENTOWN,0,40.17,-74.58,NJ,08501,STANDARD
4686,ALLENWOOD,0,40.13,-74.09,NJ,08720,"PO BOX"
4687,ALLOWAY,0,39.56,-75.34,NJ,08001,"PO BOX"
4688,"ASBURY PARK",0,40.22,-74.01,NJ,07712,STANDARD
4689,ATCO,0,39.76,-74.85,NJ,08004,STANDARD
4690,"ATLANTIC CITY",0,39.36,-74.42,NJ,08401,STANDARD
4691,"MARGATE CITY",0,39.33,-74.5,NJ,08402,STANDARD
4692,LONGPORT,0,39.31,-74.52,NJ,08403,STANDARD
4693,"ATLANTIC CITY",0,39.36,-74.42,NJ,08404,"PO BOX"
4694,"ATLANTIC CITY",0,39.36,-74.42,NJ,08405,UNIQUE
4695,"VENTNOR CITY",0,39.34,-74.48,NJ,08406,STANDARD
4696,"ATLANTIC HIGHLANDS",0,40.4,-74.03,NJ,07716,STANDARD
4697,AVALON,0,39.09,-74.73,NJ,08202,STANDARD
4698,"AVON BY THE SEA",0,40.19,-74.01,NJ,07717,STANDARD
4699,BARNEGAT,0,39.75,-74.22,NJ,08005,STANDARD
4700,"BARNEGAT LIGHT",0,39.75,-74.11,NJ,08006,"PO BOX"
4701,BARRINGTON,0,39.87,-75.05,NJ,08007,STANDARD
4702,BAYVILLE,0,39.91,-74.21,NJ,08721,STANDARD
4703,"BEACH HAVEN",0,39.55,-74.24,NJ,08008,STANDARD
4704,BEACHWOOD,0,39.92,-74.2,NJ,08722,STANDARD
4705,BELFORD,0,40.41,-74.08,NJ,07718,STANDARD
4706,"BELLE MEAD",0,40.46,-74.64,NJ,08502,STANDARD
4707,BELMAR,0,40.17,-74.02,NJ,07715,UNIQUE
4708,BELMAR,0,40.17,-74.02,NJ,07719,STANDARD
4709,BERLIN,0,39.79,-74.93,NJ,08009,STANDARD
4710,BEVERLY,0,40.06,-74.92,NJ,08010,STANDARD
4711,BIRMINGHAM,0,39.92,-74.53,NJ,08011,"PO BOX"
4712,BLACKWOOD,0,39.79,-75.06,NJ,08012,STANDARD
4713,BLAWENBURG,0,40.4,-74.7,NJ,08504,"PO BOX"
4714,BORDENTOWN,0,40.14,-74.7,NJ,08505,STANDARD
4715,"BRADLEY BEACH",0,40.2,-74.01,NJ,07720,STANDARD
4716,BRICK,0,40.06,-74.11,NJ,08723,STANDARD
4717,BRICK,0,40.06,-74.11,NJ,08724,STANDARD
4718,BRIDGEPORT,0,39.8,-75.34,NJ,08014,STANDARD
4719,BRIDGETON,0,39.42,-75.22,NJ,08302,STANDARD
4720,BRIELLE,0,40.1,-74.06,NJ,08730,STANDARD
4721,BRIGANTINE,0,39.41,-74.36,NJ,08203,STANDARD
4722,"BROWNS MILLS",0,39.95,-74.55,NJ,08015,STANDARD
4723,BUENA,0,39.52,-74.94,NJ,08310,STANDARD
4724,BURLINGTON,0,40.07,-74.85,NJ,08016,STANDARD
4725,CAMDEN,0,39.93,-75.1,NJ,08101,"PO BOX"
4726,CAMDEN,0,39.93,-75.1,NJ,08102,STANDARD
4727,CAMDEN,0,39.93,-75.1,NJ,08103,STANDARD
4728,CAMDEN,0,39.93,-75.1,NJ,08104,STANDARD
4729,CAMDEN,0,39.93,-75.1,NJ,08105,STANDARD
4730,AUDUBON,0,39.88,-75.07,NJ,08106,STANDARD
4731,OAKLYN,0,39.9,-75.08,NJ,08107,STANDARD
4732,COLLINGSWOOD,0,39.91,-75.07,NJ,08108,STANDARD
4733,MERCHANTVILLE,0,39.94,-75.05,NJ,08109,STANDARD
4734,PENNSAUKEN,0,39.96,-75.05,NJ,08110,STANDARD
4735,"CAPE MAY",0,38.94,-74.9,NJ,08204,STANDARD
4736,"CAPE MAY COURT HOUSE",0,39.07,-74.82,NJ,08210,STANDARD
4737,"CAPE MAY POINT",0,38.93,-74.96,NJ,08212,"PO BOX"
4738,"CEDAR BROOK",0,39.72,-74.9,NJ,08018,"PO BOX"
4739,CEDARVILLE,0,39.32,-75.2,NJ,08311,STANDARD
4740,CHATSWORTH,0,39.75,-74.46,NJ,08019,STANDARD
4741,"CHERRY HILL",0,39.9,-74.99,NJ,08002,STANDARD
4742,"CHERRY HILL",0,39.9,-74.99,NJ,08003,STANDARD
4743,"CHERRY HILL",0,39.9,-74.99,NJ,08034,STANDARD
4744,CLARKSBORO,0,39.8,-75.22,NJ,08020,STANDARD
4745,"MILLSTONE TOWNSHIP",0,40.19,-74.42,NJ,08510,STANDARD
4746,IMLAYSTOWN,0,40.16,-74.49,NJ,08526,"PO BOX"
4747,CLAYTON,0,39.65,-75.08,NJ,08312,STANDARD
4748,CLEMENTON,0,39.8,-74.98,NJ,08021,STANDARD
4749,CLIFFWOOD,0,40.43,-74.23,NJ,07721,STANDARD
4750,COLOGNE,0,39.51,-74.56,NJ,08213,"PO BOX"
4751,"COLTS NECK",0,40.28,-74.16,NJ,07722,STANDARD
4752,COLUMBUS,0,40.06,-74.68,NJ,08022,STANDARD
4753,COOKSTOWN,0,40.04,-74.55,NJ,08511,STANDARD
4754,CRANBURY,0,40.31,-74.51,NJ,08512,STANDARD
4755,"CREAM RIDGE",0,40.14,-74.49,NJ,08514,STANDARD
4756,CHESTERFIELD,0,40.15,-74.66,NJ,08515,STANDARD
4757,DEAL,0,40.24,-73.99,NJ,07723,STANDARD
4758,DEEPWATER,0,39.62,-75.51,NJ,08023,"PO BOX"
4759,"DEERFIELD STREET",0,39.49,-75.21,NJ,08313,"PO BOX"
4760,DELMONT,0,39.2,-74.97,NJ,08314,STANDARD
4761,DENNISVILLE,0,39.22,-74.85,NJ,08214,"PO BOX"
4762,"DIVIDING CREEK",0,39.22,-75.13,NJ,08315,"PO BOX"
4763,DORCHESTER,0,39.28,-74.94,NJ,08316,"PO BOX"
4764,DOROTHY,0,39.4,-74.82,NJ,08317,STANDARD
4765,EATONTOWN,0,40.29,-74.05,NJ,07724,STANDARD
4766,EATONTOWN,0,40.29,-74.05,NJ,07799,STANDARD
4767,"EGG HARBOR CITY",0,39.56,-74.59,NJ,08215,STANDARD
4768,ELMER,0,39.59,-75.17,NJ,08318,STANDARD
4769,ELWOOD,0,39.6,-74.68,NJ,08217,"PO BOX"
4770,ENGLISHTOWN,0,40.29,-74.36,NJ,07726,STANDARD
4771,"ESTELL MANOR",0,39.35,-74.77,NJ,08319,STANDARD
4772,EWAN,0,39.71,-75.23,NJ,08025,"PO BOX"
4773,FAIRTON,0,39.37,-75.21,NJ,08320,"PO BOX"
4774,FARMINGDALE,0,40.19,-74.17,NJ,07727,STANDARD
4775,FLORENCE,0,40.11,-74.8,NJ,08518,STANDARD
4776,"FORKED RIVER",0,39.84,-74.19,NJ,08731,STANDARD
4777,FORTESCUE,0,39.22,-75.13,NJ,08321,"PO BOX"
4778,FRANKLINVILLE,0,39.61,-75.02,NJ,08322,STANDARD
4779,FREEHOLD,0,40.25,-74.27,NJ,07728,STANDARD
4780,GIBBSBORO,0,39.83,-74.96,NJ,08026,STANDARD
4781,GIBBSTOWN,0,39.82,-75.27,NJ,08027,STANDARD
4782,GLASSBORO,0,39.7,-75.11,NJ,08028,STANDARD
4783,GLENDORA,0,39.84,-75.06,NJ,08029,STANDARD
4784,"GLOUCESTER CITY",0,39.89,-75.11,NJ,08030,STANDARD
4785,GOSHEN,0,39.11,-74.86,NJ,08218,"PO BOX"
4786,"GREEN CREEK",0,39.04,-74.91,NJ,08219,"PO BOX"
4787,GREENWICH,0,39.39,-75.36,NJ,08323,STANDARD
4788,GRENLOCH,0,39.77,-75.05,NJ,08032,STANDARD
4789,HADDONFIELD,0,39.89,-75.03,NJ,08033,STANDARD
4790,"HADDON HEIGHTS",0,39.87,-75.06,NJ,08035,STANDARD
4791,HAINESPORT,0,39.98,-74.82,NJ,08036,STANDARD
4792,HAMMONTON,0,39.65,-74.77,NJ,08037,STANDARD
4793,"HANCOCKS BRIDGE",0,39.47,-75.45,NJ,08038,"PO BOX"
4794,HARRISONVILLE,0,39.73,-75.32,NJ,08039,"PO BOX"
4795,HAZLET,0,40.42,-74.17,NJ,07730,STANDARD
4796,HEISLERVILLE,0,39.24,-74.99,NJ,08324,STANDARD
4797,HIGHLANDS,0,40.4,-73.99,NJ,07732,STANDARD
4798,HIGHTSTOWN,0,40.26,-74.52,NJ,08520,STANDARD
4799,HOLMDEL,0,40.37,-74.17,NJ,07733,STANDARD
4800,HOPEWELL,0,40.38,-74.76,NJ,08525,STANDARD
4801,HOWELL,0,40.14,-74.19,NJ,07731,STANDARD
4802,"ISLAND HEIGHTS",0,39.94,-74.14,NJ,08732,"PO BOX"
4803,JACKSON,0,40.1,-74.35,NJ,08527,STANDARD
4804,JOBSTOWN,0,40.03,-74.68,NJ,08041,STANDARD
4805,JULIUSTOWN,0,39.95,-74.66,NJ,08042,"PO BOX"
4806,KEANSBURG,0,40.44,-74.13,NJ,07734,STANDARD
4807,KEYPORT,0,40.43,-74.2,NJ,07735,STANDARD
4808,KINGSTON,0,40.37,-74.6,NJ,08528,STANDARD
4809,VOORHEES,0,39.84,-74.95,NJ,08043,STANDARD
4810,LAKEHURST,0,40.01,-74.32,NJ,08733,STANDARD
4811,"MANCHESTER TOWNSHIP",0,39.93,-74.39,NJ,08759,STANDARD
4812,LAKEWOOD,0,40.09,-74.21,NJ,08701,STANDARD
4813,LAMBERTVILLE,0,40.36,-74.94,NJ,08530,STANDARD
4814,LANDISVILLE,0,39.52,-74.93,NJ,08326,STANDARD
4815,"LANOKA HARBOR",0,39.86,-74.16,NJ,08734,STANDARD
4816,LAVALLETTE,0,39.96,-74.06,NJ,08735,STANDARD
4817,LAWNSIDE,0,39.86,-75.03,NJ,08045,STANDARD
4818,"LEEDS POINT",0,39.49,-74.43,NJ,08220,"PO BOX"
4819,LEESBURG,0,39.23,-75,NJ,08327,STANDARD
4820,LEONARDO,0,40.41,-74.06,NJ,07737,STANDARD
4821,LINCROFT,0,40.34,-74.12,NJ,07738,STANDARD
4822,LINWOOD,0,39.34,-74.57,NJ,08221,STANDARD
4823,"LITTLE SILVER",0,40.33,-74.03,NJ,07739,STANDARD
4824,"LONG BRANCH",0,40.29,-73.98,NJ,07740,STANDARD
4825,LUMBERTON,0,39.96,-74.8,NJ,08048,STANDARD
4826,MAGNOLIA,0,39.85,-75.03,NJ,08049,STANDARD
4827,MALAGA,0,39.57,-75.06,NJ,08328,STANDARD
4828,MANAHAWKIN,0,39.69,-74.25,NJ,08050,STANDARD
4829,MANASQUAN,0,40.11,-74.03,NJ,08736,STANDARD
4830,MANTOLOKING,0,40.04,-74.04,NJ,08738,STANDARD
4831,MANTUA,0,39.78,-75.17,NJ,08051,STANDARD
4832,"MAPLE SHADE",0,39.95,-74.99,NJ,08052,STANDARD
4833,MARLBORO,0,40.31,-74.25,NJ,07746,STANDARD
4834,MARLTON,0,39.9,-74.92,NJ,08053,STANDARD
4835,MARMORA,0,39.26,-74.66,NJ,08223,STANDARD
4836,MATAWAN,0,40.41,-74.23,NJ,07747,STANDARD
4837,MAURICETOWN,0,39.26,-74.97,NJ,08329,"PO BOX"
4838,"MAYS LANDING",0,39.45,-74.72,NJ,08330,STANDARD
4839,MEDFORD,0,39.86,-74.82,NJ,08055,STANDARD
4840,MICKLETON,0,39.78,-75.25,NJ,08056,STANDARD
4841,MIDDLETOWN,0,40.39,-74.11,NJ,07748,STANDARD
4842,MILLVILLE,0,39.39,-75.05,NJ,08332,STANDARD
4843,MILMAY,0,39.44,-74.86,NJ,08340,STANDARD
4844,MINOTOLA,0,39.51,-74.94,NJ,08341,STANDARD
4845,MIZPAH,0,39.46,-74.72,NJ,08342,"PO BOX"
4846,"MONMOUTH BEACH",0,40.33,-73.98,NJ,07750,STANDARD
4847,MONROEVILLE,0,39.64,-75.16,NJ,08343,STANDARD
4848,MOORESTOWN,0,39.97,-74.94,NJ,08057,STANDARD
4849,MORGANVILLE,0,40.36,-74.25,NJ,07751,STANDARD
4850,"MOUNT EPHRAIM",0,39.88,-75.09,NJ,08059,STANDARD
4851,"MOUNT HOLLY",0,39.99,-74.78,NJ,08060,STANDARD
4852,"MOUNT LAUREL",0,39.94,-74.9,NJ,08054,STANDARD
4853,"MOUNT ROYAL",0,39.81,-75.2,NJ,08061,STANDARD
4854,"MULLICA HILL",0,39.73,-75.22,NJ,08062,STANDARD
4855,"NATIONAL PARK",0,39.86,-75.18,NJ,08063,STANDARD
4856,NAVESINK,0,40.39,-74.11,NJ,07752,"PO BOX"
4857,NEPTUNE,0,40.21,-74.08,NJ,07753,STANDARD
4858,NEPTUNE,0,40.21,-74.08,NJ,07754,"PO BOX"
4859,"NEW EGYPT",0,40.06,-74.53,NJ,08533,STANDARD
4860,NEWFIELD,0,39.54,-75.01,NJ,08344,STANDARD
4861,"NEW GRETNA",0,39.71,-74.52,NJ,08224,"PO BOX"
4862,"NEW LISBON",0,39.92,-74.53,NJ,08064,"PO BOX"
4863,NEWPORT,0,39.28,-75.16,NJ,08345,STANDARD
4864,NEWTONVILLE,0,39.56,-74.85,NJ,08346,STANDARD
4865,NORMA,0,39.54,-75.13,NJ,08347,"PO BOX"
4866,"NORMANDY BEACH",0,40,-74.06,NJ,08739,"PO BOX"
4867,NORTHFIELD,0,39.37,-74.55,NJ,08225,STANDARD
4868,OAKHURST,0,40.26,-74.02,NJ,07755,STANDARD
4869,"OCEAN CITY",0,39.26,-74.6,NJ,08226,STANDARD
4870,"OCEAN GATE",0,39.92,-74.13,NJ,08740,"PO BOX"
4871,"OCEAN GROVE",0,40.21,-74,NJ,07756,STANDARD
4872,OCEANPORT,0,40.31,-74.02,NJ,07757,STANDARD
4873,"OCEAN VIEW",0,39.2,-74.71,NJ,08230,STANDARD
4874,OCEANVILLE,0,39.48,-74.47,NJ,08231,"PO BOX"
4875,PALMYRA,0,40,-75.03,NJ,08065,STANDARD
4876,PAULSBORO,0,39.83,-75.24,NJ,08066,STANDARD
4877,PEDRICKTOWN,0,39.73,-75.4,NJ,08067,STANDARD
4878,PEMBERTON,0,39.97,-74.68,NJ,08068,STANDARD
4879,PENNINGTON,0,40.32,-74.79,NJ,08534,STANDARD
4880,"PENNS GROVE",0,39.72,-75.46,NJ,08069,STANDARD
4881,PENNSVILLE,0,39.65,-75.51,NJ,08070,STANDARD
4882,"MILLSTONE TOWNSHIP",0,40.21,-74.44,NJ,08535,STANDARD
4883,"PINE BEACH",0,39.93,-74.17,NJ,08741,STANDARD
4884,PITMAN,0,39.73,-75.13,NJ,08071,STANDARD
4885,PLAINSBORO,0,40.33,-74.58,NJ,08536,STANDARD
4886,PLEASANTVILLE,0,39.39,-74.51,NJ,08232,STANDARD
4887,"EGG HARBOR TOWNSHIP",0,39.41,-74.58,NJ,08234,STANDARD
4888,"POINT PLEASANT BEACH",0,40.09,-74.04,NJ,08742,STANDARD
4889,POMONA,0,39.46,-74.55,NJ,08240,"PO BOX"
4890,"PORT ELIZABETH",0,39.39,-74.88,NJ,08348,STANDARD
4891,"PORT MONMOUTH",0,40.43,-74.09,NJ,07758,STANDARD
4892,"PORT NORRIS",0,39.24,-75.04,NJ,08349,STANDARD
4893,"PORT REPUBLIC",0,39.53,-74.48,NJ,08241,STANDARD
4894,PRINCETON,0,40.35,-74.65,NJ,08540,STANDARD
4895,PRINCETON,0,40.35,-74.65,NJ,08541,UNIQUE
4896,PRINCETON,0,40.35,-74.65,NJ,08542,STANDARD
4897,PRINCETON,0,40.35,-74.65,NJ,08543,"PO BOX"
4898,PRINCETON,0,40.35,-74.65,NJ,08544,UNIQUE
4899,"PRINCETON JUNCTION",0,40.32,-74.62,NJ,08550,STANDARD
4900,QUINTON,0,39.52,-75.38,NJ,08072,"PO BOX"
4901,RANCOCAS,0,40.02,-74.88,NJ,08073,"PO BOX"
4902,"RED BANK",0,40.34,-74.06,NJ,07701,STANDARD
4903,SHREWSBURY,0,40.32,-74.05,NJ,07702,STANDARD
4904,"FORT MONMOUTH",0,40.31,-74.03,NJ,07703,STANDARD
4905,"FAIR HAVEN",0,40.36,-74.03,NJ,07704,STANDARD
4906,"RED BANK",0,40.23,-74,NJ,07709,UNIQUE
4907,RICHLAND,0,39.48,-74.87,NJ,08350,STANDARD
4908,RICHWOOD,0,39.71,-75.23,NJ,08074,"PO BOX"
4909,RINGOES,0,40.44,-74.82,NJ,08551,STANDARD
4910,"RIO GRANDE",0,39.02,-74.87,NJ,08242,STANDARD
4911,RIVERSIDE,0,40.03,-74.95,NJ,08075,STANDARD
4912,RIVERTON,0,40.01,-75.01,NJ,08076,"PO BOX"
4913,RIVERTON,0,40.01,-75.01,NJ,08077,STANDARD
4914,"ROCKY HILL",0,40.4,-74.63,NJ,08553,STANDARD
4915,ROEBLING,0,40.11,-74.77,NJ,08554,STANDARD
4916,ROOSEVELT,0,40.22,-74.47,NJ,08555,"PO BOX"
4917,ROSEMONT,0,40.42,-74.99,NJ,08556,STANDARD
4918,ROSENHAYN,0,39.47,-75.13,NJ,08352,"PO BOX"
4919,RUMSON,0,40.36,-74,NJ,07760,STANDARD
4920,RUNNEMEDE,0,39.85,-75.07,NJ,08078,STANDARD
4921,SALEM,0,39.56,-75.47,NJ,08079,STANDARD
4922,"SEA GIRT",0,40.12,-74.03,NJ,08750,STANDARD
4923,"SEA ISLE CITY",0,39.15,-74.69,NJ,08243,STANDARD
4924,"SEASIDE HEIGHTS",0,39.94,-74.07,NJ,08751,STANDARD
4925,"SEASIDE PARK",0,39.79,-74.09,NJ,08752,STANDARD
4926,SERGEANTSVILLE,0,40.45,-74.94,NJ,08557,"PO BOX"
4927,SEWELL,0,39.75,-75.09,NJ,08080,STANDARD
4928,SHILOH,0,39.45,-75.29,NJ,08353,"PO BOX"
4929,SICKLERVILLE,0,39.73,-74.98,NJ,08081,STANDARD
4930,SKILLMAN,0,40.41,-74.7,NJ,08558,STANDARD
4931,SOMERDALE,0,39.84,-75.02,NJ,08083,STANDARD
4932,"SOMERS POINT",0,39.31,-74.6,NJ,08244,STANDARD
4933,"SOUTH DENNIS",0,39.17,-74.82,NJ,08245,"PO BOX"
4934,BELLMAWR,0,39.86,-75.09,NJ,08031,STANDARD
4935,BELLMAWR,0,39.86,-75.09,NJ,08099,"PO BOX"
4936,"SOUTH SEAVILLE",0,39.17,-74.77,NJ,08246,"PO BOX"
4937,"SPRING LAKE",0,40.15,-74.02,NJ,07762,STANDARD
4938,STOCKTON,0,40.4,-74.97,NJ,08559,STANDARD
4939,"STONE HARBOR",0,39.04,-74.76,NJ,08247,STANDARD
4940,STRATFORD,0,39.82,-75.01,NJ,08084,STANDARD
4941,STRATHMERE,0,39.19,-74.66,NJ,08248,"PO BOX"
4942,SWEDESBORO,0,39.74,-75.31,NJ,08085,STANDARD
4943,TENNENT,0,40.29,-74.36,NJ,07763,"PO BOX"
4944,THOROFARE,0,39.85,-75.18,NJ,08086,STANDARD
4945,TITUSVILLE,0,40.31,-74.86,NJ,08560,STANDARD
4946,"TOMS RIVER",0,39.95,-74.18,NJ,08753,STANDARD
