Unique Title Tag Score,Title Tag Content Score,Unique Meta Description Score,Meta Description Length Score,SRP H1 Content Score,Primary Website Provider,Alt. Image Tag Score,Salesforce Unique ID,Account Name,Title Tag Length Score,URL Used for Analysis,OEM Mandated Website,URL Clean/Readable Score,Unique H1 Score,Meta Description Content Score,Website (Primary) URL,Unique URL Score,URL Location Qualifier Score
57,59,66,1,37,null,86,001j000000NmaSwAAJ,Buchanan Chevrolet Buick Pontiac GMC Cadillac,13,http://www.buchananautomotiveinc.com/,null,0,57,80,www.buchananautomotiveinc.com,66,9
0,0,0,0,0,null,0,001j000000NmZftAAF,Hubler Mazda,0,http://hublermazda.com/,null,0,0,0,www.hublermazda.com,0,0
32,92,32,2,37,null,74,001j000000NmjI8AAJ,Alan Webb Mazda,38,http://www.alanwebbmazda.com/,null,0,61,91,www.alanwebbmazda.com,61,2
53,79,53,13,0,null,82,001j000000NmXd5AAF,Blevins Seaway Motors,19,http://www.blevinsseawaymotors.com/,null,0,1,87,www.blevinsseawaymotors.com,69,13
0,0,0,0,0,null,0,001j000000NmZfiAAF,Dch Academy Honda,0,https://www.dchacademyhonda.com/,null,0,0,0,www.dchacademyhonda.com,0,0
16,91,16,3,33,null,89,001j000000QqS9rAAF,High Country Chevrolet,2,http://www.highcountrychev.com/,null,0,1,94,www.highcountrychev.com,45,7
0,0,0,0,0,null,0,001j000000NmQ3oAAF,Quirk Chrysler Jeep,0,http://www.quirkjeepchrysler.com/,null,0,0,0,www.quirkjeepbraintree.com,0,0
24,80,24,7,32,null,67,001j000000NmjEgAAJ,Northtown FIAT,40,http://www.fiatusaofamherst.com/,null,0,2,59,www.fiatusaofamherst.com,53,6
33,64,35,7,8,null,94,001j000000NmaSlAAJ,Suburban Chevrolet,67,http://www.suburbanchev.com/,null,0,26,77,www.suburbanchev.com,47,19
30,51,31,2,6,null,72,001j000000NmZfSAAV,Jensen Motors New Ulm,36,http://www.jensenmotors.com/,null,0,13,56,www.jensenmotors.com,73,16
75,83,66,17,44,null,15,001j000000NmXfeAAF,Nissan of New Rochelle,22,http://www.nissanofnewrochelle.com/,null,0,75,78,www.nissanofnewrochelle.com,76,14
51,44,51,2,9,null,77,001j000000NmXcjAAF,Ellis Automotive Inc,20,http://www.ellischevrolet.com/,null,0,35,76,www.ellischevrolet.com,65,17
47,84,46,0,42,null,69,001j000000Nmb8iAAB,Doug Gray Chrysler Jeep Dodge,18,http://www.douggraychryslerdodgejeep.com/,null,0,41,97,www.douggraychryslerdodgejeep.com,68,12
44,89,44,2,32,null,77,001j000000NmQ4fAAF,Minuteman Volkswagen Inc,22,http://www.minutemanvw.com/,null,0,2,87,www.minutemanvw.com,90,40
95,55,97,2,6,null,44,001j000000NmPTRAA3,Horizon Ford,10,http://www.horizonford.com/,null,0,83,88,www.horizonford.com,100,55
0,0,0,0,0,null,0,001j000000aEdFUAA0,Excel Auto Group,0,http://www.excelpreowned.com/,null,0,0,0,www.excelpreowned.com,1,0
27,91,26,4,6,null,82,001j000000Nmb8tAAB,Mahwah Ford Sales & Service,30,http://www.mahwahford.com/,null,0,61,91,www.mahwahford.com,69,2
0,0,0,0,0,null,0,001j000000NmcZhAAJ,Ballentine Toyota,0,http://www.ballentinetoyota.com/,null,0,0,0,www.ballentinetoyota.com,0,0
0,0,0,0,0,null,0,001f100001BODZ1AAP,Metro Motors KC,0,http://www.metromotorskc.com/,null,0,0,0,http://www.metromotorskc.com/,0,0
8,55,22,1,0,null,69,001j000000QqOwnAAF,Carlson Sports RV Centre North,47,http://www.carlsonsports.com/,null,0,2,87,www.carlsonsports.com,71,0
100,43,5,97,0,null,77,001j000000NmZkRAAV,Lockwood Motors,81,http://www.lockwoodmotors.com/,null,0,37,1,www.lockwoodmotors.com,83,9
0,0,0,0,0,null,0,001j000000PbXkTAAV,Downtown Toyota,0,http://www.downtowntoyota.ca/,null,0,0,0,www.downtowntoyota.ca,0,0
55,78,55,1,32,null,80,001j000000NmZerAAF,Holiday Cars of Austin,12,http://www.holidaycarsaustin.net/,null,0,2,84,www.holidaycarsaustin.net,68,12
90,66,86,4,27,null,91,001j000000NmZg4AAF,Mcgrath Acura of Downtown Chicago,52,http://www.mcgrathacuraofdowntownchicago.com/,null,0,90,58,www.mcgrathacuraofdowntownchicago.com,100,1
0,0,0,0,0,null,0,001j000000NmZfHAAV,Inver Grove Honda,0,https://www.invergrovehonda.com/,null,0,0,0,www.invergrovehonda.com,1,0
0,0,0,0,0,null,0,001j000000Nmb9UAAR,Bo Beuckman Quality Ford,0,http://www.bobeuckmanford.com/,null,0,0,0,www.gotobo.com,0,0
18,62,18,4,0,null,84,001j000000QqOxZAAV,Downsview Place Auto Group Inc,4,http://www.dpautogroup.com/,null,0,1,71,http://www.dpautogroup.com/index.htm,35,12
10,0,10,0,0,null,13,001j000000Q6sEFAAZ,Jim Whites Trucks & Auto Ctr.,0,http://www.jimwhites.com/,null,0,10,0,www.jimwhites.com,70,0
100,69,87,52,0,null,55,001j000000NmaSVAAZ,Acura of Troy,19,http://www.acuraoftroy.com/,null,0,2,44,www.acuraoftroy.com,97,8
0,0,0,0,0,null,0,001f100001BOE7JAAX,Sam's Auto Sales,0,http://www.samsautosalesllc.com/,null,0,0,0,http://www.samsautosalesllc.com/,1,0
33,0,33,0,0,null,0,001f100001BODW6AAP,Majestic Motors Inc.,0,http://www.majesticmotors.biz/,null,0,66,0,http://www.majesticmotors.biz/,100,0
32,93,32,17,10,null,85,001j000000NmZjfAAF,Matthews Mazda Vestal,78,http://www.matthewskiany.com/,null,0,48,98,www.matthewsKiany.com,62,13
0,0,0,0,0,null,0,001j000000PbXrLAAV,Park Ave Infiniti Boucherville,0,https://groupeparkavenue.com/fr,null,0,0,0,www.groupeparkavenue.com,0,0
97,21,97,0,21,null,0,001j000000QqOxOAAV,Canada's Fine Preowned Cars,0,http://www.kijiji.ca/k-index.html?messageKey=otherAds.userHasNoAds&messageClass=success,null,0,97,21,http://www.kijiji.ca/o-canadas-fine-pre-owned-cars/66641040,99,45
0,0,0,0,0,null,0,001j000000NmZjqAAF,DECORAH CHEVROLET CADILLAC INC,0,http://www.decorahchevrolet.com/,null,0,0,0,www.decorahchev.com,0,0
0,0,0,0,0,null,0,001j000000PbXqvAAF,Sherbrooke Honda,0,http://www.sherbrookehonda.com/fr/,null,0,0,0,www.sherbrookehonda.com,0,0
0,0,0,0,0,null,0,001j000000Ws6wgAAB,Keeler Honda,0,http://www.keelerhonda.com/,null,0,0,0,www.keelerhonda.com,0,0
0,0,0,0,0,null,0,001j000000PbXl5AAF,Milton Toyota,0,http://www.miltontoyota.com/,null,0,0,0,www.miltontoyota.com,1,0
0,0,0,0,0,null,0,001j000000PbXs8AAF,Kia Megantic,0,http://www.kiamegantic.com/fr,null,0,0,0,www.kiamegantic.com,1,0
0,0,0,0,0,null,0,001f100001BOE7UAAX,Sandling Golf Cars,0,http://www.sandlinggolfcars.com/,null,0,0,0,http://www.sandlinggolfcars.com/,1,0
91,22,83,0,0,null,9,001j000000Q6sEQAAZ,Nicholas Angelo Motors,25,http://www.nicholasangelomotors.com/default.aspx,null,0,4,55,http://www.nicholasangelomotors.com/,100,30
0,0,0,0,0,null,0,001j000000aEdESAA0,"Jerry's Hyundai,  LLC",0,http://www.jerryshyundai.com/,null,0,0,0,www.jerryshyundai.net,0,0
76,83,20,2,75,null,32,001j000000Nmb9kAAB,Bob Sight Independence Kia,69,http://www.bobsightkia.com/,null,0,67,95,www.bobsightkia.com,76,17
40,89,39,3,65,null,84,001j000000NmZdOAAV,Duluth Chrysler Jeep Dodge And Ram,17,http://www.duluthdodgeminnesota.com/,null,0,1,98,www.duluthdodgeminnesota.com,66,12
0,0,0,0,0,null,0,001j000000PbXrWAAV,Albi Kia De Laval,0,http://www.albilegeant.com/fr/,null,0,0,0,www.albi.net,1,0
91,69,50,13,14,null,93,001j000000QqS9gAAF,Davis Chevrolet GMC Buick,30,http://www.davisclaresholm.ca/,null,0,80,42,www.davisclaresholm.ca,100,43
75,68,75,23,16,null,43,001j000000aEfIuAAK,9147 1227 Quebec Inc,21,http://www.montjolichrysler.com/fr-CA/accueil,null,0,63,79,www.montjolichrysler.com,91,49
0,0,0,0,0,null,0,001j000000PbXrbAAF,Aylmer Kia,0,http://www.aylmerkia.com/,null,0,0,0,www.aylmerkia.com,1,0
97,70,97,22,43,null,90,001j000000aEcbOAAS,Bemer Motor Cars,10,http://www.bemer.com/,null,0,92,71,bemer.com,100,65
62,64,56,16,25,null,62,001j000000NmWEhAAN,Carson City Hyundai,33,http://www.carsoncityhyundai.com/,null,0,20,54,www.carsoncityhyundai.com,58,3
0,0,0,0,0,null,0,001j000000NmZdZAAV,Jarrett-Scott Ford,0,http://www.jarrettscottford.com/,null,0,0,0,www.jarrettscottFordofplantcity.dealerconnection.com,0,0
37,46,36,1,8,null,81,001j000000aEo8TAAS,Vaughn Motors Inc,19,http://www.vaughnchevrolet.com/,null,0,41,75,www.vaughnchevrolet.com,63,27
6,98,5,0,0,null,94,001j000000Zi7FZAAZ,Superior Automotive Group-Ohio,0,http://www.superiorcars.com/,null,0,8,98,www.superiorcars.com,10,0
0,0,0,0,0,null,0,001j000000NmeZ5AAJ,J.H. Barkau & Sons,0,http://www.barkau.com/,null,0,0,0,www.barkau.com,0,0
64,2,14,0,0,null,7,001j000000aG0XKAA0,Ideal Auto USA.Com Corp,7,http://www.idealautousa.com/,null,0,57,2,http://idealautousa.com/,64,0
100,28,68,81,33,null,95,001j000000VuGkPAAV,Auto Proz,40,http://www.autoprozinc.com/home,null,0,100,27,http://www.autoprozinc.com/,100,22
30,88,29,3,0,null,59,001j000000NmVdsAAF,Tyson Motor Corporation,9,http://www.tysonmotor.com/,null,0,1,92,www.tysonmotor.com,59,11
0,0,0,0,0,null,0,001j000000Nmga1AAB,Crenwelge Motor Sales,0,http://www.crenwelgemotor.com/,null,0,0,0,www.crenwelgemotor.com,0,0
0,0,0,0,0,null,0,001j000000NmZeFAAV,Gainesville Mitsubishi,0,https://www.gainesvillemitsubishi.com/,null,0,0,0,www.gainesvillemitsubishi.com,0,0
46,59,46,2,14,null,48,001j000000aEccFAAS,Midpoint Chevrolet,42,http://www.midpointchevy.com/,null,0,30,77,www.midpointchevy.com,68,20
55,59,55,9,9,null,95,001j000000Nmf9hAAB,VALLEY CHEVROLET INC,25,http://www.valleychevrolet.com/,null,0,27,90,www.valleychevrolet.com,40,16
65,29,56,9,6,null,67,001j000000adOA8AAM,CarSense - Cranberry Township,8,https://www.carsense.com/,null,0,39,37,http://www.carsense.com/,68,14
0,0,0,0,0,null,0,001j000000aEdCeAAK,"Nj-Haii, Inc",0,http://www.boardwalkacura.com/,null,0,0,0,www.boardwalkacura.com,1,0
42,84,42,0,7,null,73,001j000000NmVeTAAV,Adventure Dodge Jeep Ram Chrysler,32,http://www.adventure-laramie.com/,null,0,74,95,www.adventure-laramie.com,77,9
0,0,0,0,0,null,0,001j000000aEccQAAS,Woodhouse Ford Lincoln Mercury,0,http://www.woodhousemazda.com/,null,0,0,0,www.woodhousemazda.com,0,0
32,76,32,0,33,null,65,001j000000Nmdy5AAB,PELTIER NISSAN,98,http://www.peltiernissan.net/,null,0,1,90,http://www.peltiernissan.net/,39,8
8,5,8,0,0,null,10,001j000000NmZf2AAF,Charles Capper Auto Center Inc,0,http://www.capperautogroup.com/,null,0,4,8,www.capperautogroup.com,32,8
25,84,25,13,6,null,75,001j000000NmZdpAAF,Freeway Ford Bloomington,45,http://www.freewayford.net/,null,0,54,89,www.freewayford.net,62,3
0,0,0,0,0,null,0,001j000000PbXlVAAV,Vandermeer Toyota,0,http://www.vandermeertoyota.com/,null,0,0,0,www.vandermeertoyota.com,1,0
90,67,90,9,24,null,18,001j000000VuCkiAAF,"Team Anderson Auto Group, Inc.",12,http://www.teamandersonauto.com/default.aspx,null,0,87,78,www.andersonautogroupinc.com,64,19
18,81,18,1,2,null,97,001j000000NmZkhAAF,Davidson Chevrolet Cadillac Buick GMC,4,http://www.davidsongmsupercenter.com/,null,0,14,80,www.davidsongmsupercenter.com,35,5
43,77,43,0,49,null,71,001j000000NmZdeAAF,Alan Jay Chrysler Jeep Dodge Ram of Clewiston,9,http://www.alanjaychryslerdodgeramjeep.com/,null,0,32,84,www.alanjaychryslerdodgeramjeep.com,55,14
0,0,0,0,0,null,0,001j000000X4BrnAAF,Car-Nu Auto Sales,0,http://www.carnu.com/,null,0,0,0,http://www.carnu.com/,0,0
52,85,52,21,64,null,82,001j000000aEcbpAAC,An Luxury Imports Of Phoenix,32,http://www.audipeoriaaz.com/,null,0,1,90,www.audipeoriaaz.com,71,25
0,0,0,0,0,null,0,001j000000Q6ktiAAB,AAA Colorado Autosource,0,http://autosource.colorado.aaa.com/Standard/Home.aspx,null,0,0,0,http://www.aaacoloautosource.com/Standard/Home.aspx,1,0
0,0,0,0,0,null,0,001j000000ZRc9SAAT,Chipman & Taylor Chevrolet,0,http://www.chipmantaylor.com/,null,0,0,0,www.chipmantaylor.com,0,0
42,43,42,2,36,null,91,001j000000VuG3cAAF,Allen Tillery Auto,13,http://www.allentilleryauto.com/,null,0,28,67,www.allentilleryauto.com,56,9
0,0,0,0,0,null,0,001j000000NmjB5AAJ,Majestic Honda of Lincoln,0,http://www.majestichonda.com/,null,0,0,0,www.majestichonda.com,0,0
31,96,27,1,66,null,78,001j000000NmhHiAAJ,Dublin Nissan,19,http://www.dublinnissan.com/,null,0,1,97,www.dublinnissan.com,45,16
99,56,92,3,52,null,98,001j000000NmM42AAF,Yachimec Auto Group,7,http://www.yachimecautogroup.com/,null,0,90,87,www.yachimecautogroup.com,100,54
0,0,0,0,0,null,0,001j000000zlHjUAAU,Valley Car,0,http://www.vcgsales.com/,null,0,0,0,http://www.vcgsales.com/,0,0
0,0,0,0,0,null,0,001f100001A9dP4AAJ,New Deal Pre-Owned Autos,0,http://www.phoenixusedauto.com/,null,0,0,0,http://www.phoenixusedauto.com/,0,0
0,0,0,0,0,null,0,001j0000014GKvzAAG,SPARK Services,0,https://www.sparkservices.net/,null,0,0,0,https://www.sparkservices.net/,1,0
0,0,0,0,0,null,0,001j000000aEg2NAAS,1137283 Ontario Ltd,0,http://www.scarborokia.ca/,null,0,0,0,www.scarborokia.ca,0,0
90,12,90,35,0,null,78,001j000000perBeAAI,Preferred Automotive Group Indiana,20,http://www.preferredautogroup.com/,null,0,87,30,http://www.preferredautogroup.com/,97,0
45,47,12,50,0,null,22,001j000000WFzhSAAT,Vaughn Motorgroup,66,http://www.richardscarco.com/,null,0,37,58,www.richardscarco.com/,54,0
84,38,23,7,23,null,19,001j000000VuFQlAAN,Lee's Riverside Auto,46,http://leesriversideauto.com/,null,0,69,51,http://www.leesriversideauto.com/,100,0
0,0,0,0,0,null,0,001j000000gTSNuAAO,Fuccillo Kia of Merritt Island,0,http://www.fuccillokiaofmerrittisland.com/,null,0,0,0,www.kiaofmerrittisland.com,0,0
0,0,0,0,0,null,0,001j000000NmOlZAAV,All Star Hyundai of Baton Rouge,0,http://www.hyundaiofbatonrouge-la.com/,null,0,0,0,www.hyundaiofbatonrouge-la.com,0,0
57,52,40,4,10,null,90,001j000000NmOleAAF,Julian Foy Motors Inc,4,http://www.foymotors.com/,null,0,35,71,www.foymotors.com,64,5
0,0,0,0,0,null,0,001j000000NmhI4AAJ,Crown Honda,0,https://www.crownhonda.ca/,null,0,0,0,www.crownhonda.ca,1,0
36,41,50,1,2,null,90,001j000000aEg1mAAC,Crosstown Chevrolet Ltd,26,http://www.crosstownchev.ca/,null,0,9,70,www.crosstownchev.ca,69,45
0,0,0,0,0,null,0,001j000000NmZe0AAF,Fullerton Ford,0,http://www.fullertonford.com/,null,0,0,0,www.fullertonford.com,0,0
22,94,22,11,31,null,73,001j000000NmfzQAAR,Drew Hyundai,73,http://www.penskehyundai.com/,null,0,2,93,http://www.penskehyundai.com/,72,6
98,67,98,3,4,null,96,001j000000ZRc9iAAD,Northwest Chevrolet of Bellingham,63,http://www.bellinghamchevy.com/,null,0,73,83,www.bellinghamchevy.com,100,4
0,0,0,0,0,null,0,001j000000VuGtWAAV,Sensible Driver,0,https://sensibledriver.com/,null,0,0,0,http://www.sensibledriver.com/,0,0
0,0,0,0,0,null,0,001j000000NmedTAAR,Dominion Chevrolet,0,http://www.dchevy.com/,null,0,0,0,www.dchevy.com,0,0
0,0,0,0,0,null,0,001j000000NmNX5AAN,Findlay VW Flagstaff,0,https://www.findlayvolkswagenflagstaff.com/,null,0,0,0,www.findlayvolkswagenflagstaff.com,0,0
80,68,78,1,0,null,89,001j000000NmhJAAAZ,Calstar Motors Mercedes-Benz,42,http://www.calstarmercedes.com/,null,0,3,78,www.calstarmercedes.com,84,22
0,0,0,0,0,null,0,001j000000NmgZeAAJ,Mic Mac Toyota,0,http://www.micmactoyota.com/,null,0,0,0,www.micmactoyota.com,1,0
0,0,0,0,0,null,0,001j000000NmgZZAAZ,Woodson Honda - Roanoke,0,http://www.woodsonhonda.com/,null,0,0,0,http://www.woodsonhonda.com/,0,0
20,51,20,3,0,null,79,001j000000aEg1AAAS,Max Motors Auto Group,41,http://www.maxmotors.com/,null,0,3,64,www.maxmotors.com,47,3
48,91,47,7,33,null,65,001j000000NmjBaAAJ,Segment - Ford 2 - Sands Ford of Pottsville,38,http://www.sandsfordofpottsville.com/,null,0,69,94,www.sandsfordofpottsville.com,80,19
100,33,14,0,0,null,100,001j000000VuGhkAAF,Fantasy Car Rentals Inc,0,http://fantasycarrentals.com/,null,0,100,0,http://www.fantasycarrentals.com/,100,0
16,94,17,7,39,null,75,001j000000NmMhNAAV,Clay Cooley Kia of Irving,38,http://www.claycooleykia.com/,null,0,46,98,http://www.claycooleykia.com/,47,8
48,54,48,22,16,null,68,001j000000Nmf7oAAB,Alexandria Volkswagen,14,http://www.alexandriavw.com/,null,0,22,57,www.alexandriavw.com,63,8
45,53,45,0,32,null,86,001j000000Tk3cjAAB,Infiniti of Hilton Head,53,http://www.infinitiofhiltonhead.com/,null,0,2,84,www.infinitiofhiltonhead.com,47,12
0,0,0,0,0,null,0,001j000000aEg0vAAC,Premier Picks Auto Sales,0,http://www.premierpicksautosales.com/,null,0,0,0,www.premierpicksautosales.com,1,0
0,0,0,0,0,null,0,001j000000NmeeaAAB,Land Rover Cape Fear,0,http://www.landrovercapefear.com/,null,0,0,0,www.landrovernc.com,0,0
96,80,90,8,58,null,50,001j000000aEg0UAAS,George Harte Nissan Inc,71,http://www.georgehartenissan.com/,null,0,94,64,www.georgehartenissan.com,98,17
43,83,43,2,63,null,85,001j000000NmgZDAAZ,Mercedes-Benz of Texarkana,0,http://www.mercedesoftexarkana.com/,null,0,4,95,www.mercedesoftexarkana.com,91,12
0,0,0,0,0,null,0,001j000000NmeeVAAR,Reichard Chevrolet,0,http://www.reichardchevrolet.com/,null,0,0,0,www.reichardchevrolet.com,0,0
26,92,25,5,5,null,80,001j000000NmjBKAAZ,Segment - Chrysler - Five Star Ford Lincoln,29,http://www.fivestarford-lincoln.com/,null,0,72,94,www.fivestarford-lincoln.com,81,33
93,75,58,0,11,null,26,001j000000NmgYnAAJ,Randall Mitsubishi-San Angelo,37,http://randallmitsubishi.com/,null,0,69,82,www.randallmitsubishi.com,95,9
58,85,57,3,33,null,80,001j000000g7TrhAAE,Baumann Auto Center Chrysler Jeep Dodge Ram,19,http://www.baumannautocenter.com/,null,0,1,95,www.baumannautocenter.com,76,18
48,57,48,4,8,null,94,001j000000Nmf8PAAR,Mitch Smith Chevrolet,32,http://www.mschev.com/,null,0,26,85,www.mschev.com,45,20
7,97,10,0,32,null,91,001j000000NmeduAAB,Flow Acura,42,http://www.flowacura.com/,null,0,2,97,www.flowacura.com,49,4
35,88,35,20,64,null,75,001j000000Nmef7AAB,Audi Dublin,74,http://www.audidublin.com/,null,0,1,95,www.audidublin.com,66,20
34,91,35,12,65,null,58,001j000000NmjAjAAJ,Segment - Jaguar 2 - Elder Jaguar,50,http://www.jaguaroftroy.com/,null,0,2,89,www.jaguaroftroy.net,81,12
22,84,22,6,32,null,75,001j000000NmhJ6AAJ,Rydell Chrysler Dodge Jeep Ram,4,http://www.rydellchryslerdodgejeepram.com/,null,0,1,98,www.rydellchryslerdodgejeepram.com,67,10
0,0,0,0,0,null,0,001j000000NmWEGAA3,Advantage Ford Lincoln Mercury Inc,0,http://www.advantagefordsales.com/,null,0,0,0,www.advantagefordsales.com,0,0
71,60,71,2,11,null,29,001j000000PbXptAAF,Trois-Rivieres Ford Lincoln Inc,2,http://www.trfordlincoln.com/,null,0,68,65,www.trfordlincoln.com,94,5
0,0,0,0,0,null,0,001j000000NmWE1AAN,Helms Bros Inc,0,https://www.helmsbros.com/,null,0,0,0,www.helmsbros.com,1,0
36,50,36,4,5,null,96,001j000000NmWCoAAN,ATLANTIC CHEVROLET CADILLAC,23,http://www.atlanticchevrolet.com/,null,0,17,88,www.atlanticchevrolet.com,30,15
29,87,28,0,4,null,83,001j000000NmgjYAAR,Spirit Chrysler Dodge Jeep Ram,2,http://www.spiritchryslerjeepdodge.com/,null,0,45,98,www.spiritchryslerjeepdodge.com,46,5
39,87,33,2,65,null,71,001j000000NmeV8AAJ,Lebanon Chrysler Dodge Jeep Ram,12,http://www.lebanoncdj.com/,null,0,1,94,http://www.lebanoncdj.com/index.htm,62,16
76,0,76,100,2,null,85,001j000000y7fenAAA,Port Alberni Arbutus RV,69,https://www.arbutusrv.ca/,null,0,84,0,www.arbutusrv.ca,100,33
0,0,0,0,0,null,0,001j000000NmhKNAAZ,Roseville Kia,0,https://www.rosevillekia.com/,null,0,0,0,www.rosevillekia.com,1,0
0,0,0,0,0,null,0,001j000000NmgjdAAB,All American Chrysler Dodge Jeep,0,http://www.allamericanchryslerdodgejeep.net/,null,0,0,0,www.aadodge.com,0,0
30,95,30,5,64,null,75,001j000000NmjDOAAZ,Lamborghini Las Vegas,33,http://www.lamborghinilasvegas.com/,null,0,5,97,www.lamborghinilasvegas.com,100,5
77,2,74,33,1,null,40,001j000000sPyZmAAK,GDC Auto / Canada Drives,11,https://www.canadadrives.ca/,null,0,74,4,www.canadadrives.ca,92,27
0,0,0,0,0,null,0,001j000000NmeUAAAZ,Miller Volkswagen,0,http://www.millervolkswagen.com/,null,0,0,0,www.millervolkswagen.com,0,0
0,0,0,0,0,null,0,001j000000NmWCzAAN,Lawrenceburg Chevrolet,0,http://www.kelseychev.com/,null,0,0,0,www.lawrenceburgchevrolet.com,0,0
91,68,91,1,39,null,87,001j000000aEnZ9AAK,Cain Toyota Scion,35,http://www.caintoyota.com/,null,0,91,54,http://www.caintoyota.com/,100,7
54,67,69,1,22,null,89,001j000000Nmf7CAAR,White Plains Buick GMC,22,http://www.whiteplainsbuickgmc.com/,null,0,25,64,www.whiteplainsbuickgmc.com,74,17
0,0,0,0,0,null,0,001j000000O4dOlAAJ,Gates Auto Outlet,0,http://www.gatesautooutlet.com/,null,0,0,0,www.gatesautooutlet.com,0,0
49,92,49,3,41,null,86,001j000000d9aPiAAI,Frank Boucher Mazda of Racine,8,http://www.bouchermazda.com/,null,0,72,92,www.bouchermazda.com,81,13
57,73,70,0,14,null,76,001j000000NmWzpAAF,Mike Freeman Chevrolet,48,http://www.mikefreeman.com/,null,0,45,91,www.mikefreeman.com,53,34
83,53,83,9,22,null,87,001j000000NmjE0AAJ,Segment - Land Rover - Land Rover Pasadena,45,http://www.landroverpasadena.com/,null,0,79,52,www.landroverpasadena.com,94,46
12,97,11,1,65,null,93,001j000000NmeVCAAZ,Crossroads Ford Lincoln of Sanford Inc,2,http://www.crossroadslincolnofsanford.com/,null,0,2,97,www.crossroadslincolnofsanford.com,57,4
96,50,96,2,0,null,20,001j000000cIpV8AAK,"Cars R Us, Inc",12,http://www.straffordcarsrus.com/default.aspx,null,0,8,82,http://straffordcarsrus.com/default.aspx,100,22
54,52,54,3,9,null,92,001j000000NmgkPAAR,Pratt Chevrolet Buick GMC,20,http://www.prattcars.com/,null,0,16,81,www.prattcars.com,54,14
100,28,10,96,28,null,95,001j000000Q6to4AAB,Sun Valley Motors,3,http://www.svmcar.com/view-inventory,null,0,100,0,http://www.svmcar.com/,100,28
